city,subcity,restaurant,rating,rating count,cost,cuisine,food_category,rating_category,cost_category,cuisine_count
chennai,urapakkam,pizza inn,4.1,10,300,pizzas,non veg,very high,Budget-Friendly,2
chennai,urapakkam,pizza inn,4.1,10,300,italian,non veg,very high,Budget-Friendly,2
chennai,urapakkam,burger box,4.1,10,200,beverages,non veg,very high,Budget-Friendly,2
chennai,urapakkam,burger box,4.1,10,200,italian,non veg,very high,Budget-Friendly,2
chennai,urapakkam,sai balaji bhavan,4.1,10,250,south indian,veg,very high,Budget-Friendly,1
chennai,urapakkam,tiruchendur murugan bhavan,4.1,10,200,south indian,veg,very high,Budget-Friendly,2
chennai,urapakkam,tiruchendur murugan bhavan,4.1,10,200,biryani,veg,very high,Budget-Friendly,2
chennai,urapakkam,the grill theory,4.1,10,250,barbecue,non veg,very high,Budget-Friendly,1
chennai,urapakkam,pizza monk,2.1,20,150,pizzas,non veg,medium,Budget-Friendly,2
chennai,urapakkam,pizza monk,2.1,20,150,fast food,non veg,medium,Budget-Friendly,2
chennai,urapakkam,velu hotel,4.1,50,300,biryani,non veg,very high,Budget-Friendly,1
chennai,urapakkam,186 celsius,3.8,20,200,desserts,non veg,high,Budget-Friendly,1
chennai,urapakkam,new ayyanar restaurant,4.1,100,600,chettinad,non veg,very high,Standard Dining,2
chennai,urapakkam,new ayyanar restaurant,4.1,100,600,north indian,non veg,very high,Standard Dining,2
chennai,urapakkam,spice&flame  fast food,4.1,10,200,south indian,non veg,very high,Budget-Friendly,2
chennai,urapakkam,spice&flame  fast food,4.1,10,200,indian,non veg,very high,Budget-Friendly,2
chennai,urapakkam,kfc,4.0,1000,400,american,non veg,high,Budget-Friendly,2
chennai,urapakkam,kfc,4.0,1000,400,snacks,non veg,high,Budget-Friendly,2
chennai,urapakkam,yaa matheen,4.1,10,200,fast food,veg,very high,Budget-Friendly,2
chennai,urapakkam,yaa matheen,4.1,10,200,chinese,veg,very high,Budget-Friendly,2
chennai,urapakkam,nachiyar ashiq biryani,4.1,10,300,biryani,non veg,very high,Budget-Friendly,2
chennai,urapakkam,nachiyar ashiq biryani,4.1,10,300,south indian,non veg,very high,Budget-Friendly,2
chennai,urapakkam,madurai spl jigarthanda,4.1,10,150,beverages,non veg,very high,Budget-Friendly,1
chennai,urapakkam,homestyle shawarma kitchen,4.1,10,250,lebanese,non veg,very high,Budget-Friendly,2
chennai,urapakkam,homestyle shawarma kitchen,4.1,10,250,snacks,non veg,very high,Budget-Friendly,2
chennai,urapakkam,poolview restaurant,4.1,10,250,chinese,non veg,very high,Budget-Friendly,2
chennai,urapakkam,poolview restaurant,4.1,10,250,indian,non veg,very high,Budget-Friendly,2
chennai,urapakkam,queens burger,4.1,10,300,fast food,non veg,very high,Budget-Friendly,1
chennai,urapakkam,amudhu karuppatti coffee,4.1,10,90,bakery,veg,very high,Budget-Friendly,1
chennai,urapakkam,madrasi mess veg,3.9,100,150,south indian,veg,high,Budget-Friendly,2
chennai,urapakkam,madrasi mess veg,3.9,100,150,chinese,veg,high,Budget-Friendly,2
chennai,urapakkam,sree gupta bhavan,4.4,100,400,sweets,veg,very high,Budget-Friendly,2
chennai,urapakkam,sree gupta bhavan,4.4,100,400,chaat,veg,very high,Budget-Friendly,2
chennai,urapakkam,signal tod cafe,4.1,10,200,beverages,non veg,very high,Budget-Friendly,1
chennai,urapakkam,desi wok,4.1,10,300,chinese,non veg,very high,Budget-Friendly,2
chennai,urapakkam,desi wok,4.1,10,300,snacks,non veg,very high,Budget-Friendly,2
chennai,urapakkam,linda food nest,4.1,10,200,chinese,non veg,very high,Budget-Friendly,2
chennai,urapakkam,linda food nest,4.1,10,200,biryani,non veg,very high,Budget-Friendly,2
chennai,urapakkam,namma vettu biryani,4.1,10,250,biryani,non veg,very high,Budget-Friendly,1
chennai,urapakkam,real food restaurant,4.0,50,300,chinese,non veg,high,Budget-Friendly,2
chennai,urapakkam,real food restaurant,4.0,50,300,grill,non veg,high,Budget-Friendly,2
chennai,urapakkam,saptu ponga,4.1,10,200,chinese,non veg,very high,Budget-Friendly,2
chennai,urapakkam,saptu ponga,4.1,10,200,biryani,non veg,very high,Budget-Friendly,2
chennai,urapakkam,hotel sri balaji bhavan,3.8,500,300,south indian,veg,high,Budget-Friendly,2
chennai,urapakkam,hotel sri balaji bhavan,3.8,500,300,north indian,veg,high,Budget-Friendly,2
chennai,urapakkam,ck's bakery,4.2,50,250,bakery,non veg,very high,Budget-Friendly,2
chennai,urapakkam,ck's bakery,4.2,50,250,snacks,non veg,very high,Budget-Friendly,2
chennai,urapakkam,fresh n tasty,3.5,20,250,north indian,non veg,high,Budget-Friendly,2
chennai,urapakkam,fresh n tasty,3.5,20,250,south indian,non veg,high,Budget-Friendly,2
chennai,urapakkam,burger bros,3.3,20,200,mexican,non veg,high,Budget-Friendly,2
chennai,urapakkam,burger bros,3.3,20,200,continental,non veg,high,Budget-Friendly,2
chennai,urapakkam,s v homemade gourmet food corner,4.1,10,200,street food,non veg,very high,Budget-Friendly,2
chennai,urapakkam,s v homemade gourmet food corner,4.1,10,200,south indian,non veg,very high,Budget-Friendly,2
chennai,urapakkam,all time snacks,2.1,20,200,snacks,veg,medium,Budget-Friendly,2
chennai,urapakkam,all time snacks,2.1,20,200,beverages,veg,medium,Budget-Friendly,2
chennai,urapakkam,300 ml tea town,4.1,10,200,beverages,non veg,very high,Budget-Friendly,2
chennai,urapakkam,300 ml tea town,4.1,10,200,fast food,non veg,very high,Budget-Friendly,2
chennai,urapakkam,faruuzi multicuisine,4.1,1000,800,arabian,non veg,very high,Standard Dining,2
chennai,urapakkam,faruuzi multicuisine,4.1,1000,800,biryani,non veg,very high,Standard Dining,2
chennai,george town,the good bowl,4.0,50,400,north indian,non veg,high,Budget-Friendly,2
chennai,george town,the good bowl,4.0,50,400,punjabi,non veg,high,Budget-Friendly,2
chennai,george town,firangi bake,4.1,100,400,italian,non veg,very high,Budget-Friendly,2
chennai,george town,firangi bake,4.1,100,400,mexican,non veg,very high,Budget-Friendly,2
chennai,george town,meal box,4.1,10,300,north indian,non veg,very high,Budget-Friendly,2
chennai,george town,meal box,4.1,10,300,snacks,non veg,very high,Budget-Friendly,2
chennai,george town,frozen smoothies,4.1,50,350,beverages,veg,very high,Budget-Friendly,2
chennai,george town,frozen smoothies,4.1,50,350,ice cream,veg,very high,Budget-Friendly,2
chennai,george town,hotel shanmuga,4.1,10,200,south indian,veg,very high,Budget-Friendly,1
chennai,george town,mr.burger,4.1,10,400,pizzas,non veg,very high,Budget-Friendly,2
chennai,george town,mr.burger,4.1,10,400,fast food,non veg,very high,Budget-Friendly,2
chennai,george town,hotel top form,4.1,10,300,south indian,non veg,very high,Budget-Friendly,2
chennai,george town,hotel top form,4.1,10,300,north indian,non veg,very high,Budget-Friendly,2
chennai,george town,chai waale,4.6,50,200,beverages,veg,very high,Budget-Friendly,2
chennai,george town,chai waale,4.6,50,200,snacks,veg,very high,Budget-Friendly,2
chennai,george town,hotel shiva shagar,4.3,100,450,beverages,veg,very high,Budget-Friendly,2
chennai,george town,hotel shiva shagar,4.3,100,450,north indian,veg,very high,Budget-Friendly,2
chennai,george town,corner point chat & juice,4.1,10,200,fast food,veg,very high,Budget-Friendly,2
chennai,george town,corner point chat & juice,4.1,10,200,chaat,veg,very high,Budget-Friendly,2
chennai,george town,delite desserts,4.1,10,240,desserts,veg,very high,Budget-Friendly,1
chennai,george town,cake square elite,4.1,10,200,bakery,non veg,very high,Budget-Friendly,1
chennai,george town,moon bites,3.8,20,200,chinese,non veg,high,Budget-Friendly,2
chennai,george town,moon bites,3.8,20,200,south indian,non veg,high,Budget-Friendly,2
chennai,george town,anjappar,4.0,50,600,north indian,non veg,high,Standard Dining,2
chennai,george town,anjappar,4.0,50,600,chinese,non veg,high,Standard Dining,2
chennai,george town,flame barbecue,4.1,10,320,barbecue,non veg,very high,Budget-Friendly,2
chennai,george town,flame barbecue,4.1,10,320,indian,non veg,very high,Budget-Friendly,2
chennai,george town,hotel sriman narayana bhavan,4.1,10,200,south indian,veg,very high,Budget-Friendly,2
chennai,george town,hotel sriman narayana bhavan,4.1,10,200,chinese,veg,very high,Budget-Friendly,2
chennai,george town,tasty kitchen,4.1,10,300,south indian,non veg,very high,Budget-Friendly,2
chennai,george town,tasty kitchen,4.1,10,300,biryani,non veg,very high,Budget-Friendly,2
chennai,george town,hotel saivam,4.1,10,300,south indian,veg,very high,Budget-Friendly,2
chennai,george town,hotel saivam,4.1,10,300,beverages,veg,very high,Budget-Friendly,2
chennai,george town,food corner family restaurent,4.1,10,100,south indian,non veg,very high,Budget-Friendly,2
chennai,george town,food corner family restaurent,4.1,10,100,chinese,non veg,very high,Budget-Friendly,2
chennai,george town,lassi shop,3.9,100,150,juices,veg,high,Budget-Friendly,1
chennai,george town,kicha's corner,4.3,20,300,fast food,veg,very high,Budget-Friendly,2
chennai,george town,kicha's corner,4.3,20,300,snacks,veg,very high,Budget-Friendly,2
chennai,george town,madras2chennai,4.1,10,500,biryani,non veg,very high,Standard Dining,2
chennai,george town,madras2chennai,4.1,10,500,mughlai,non veg,very high,Standard Dining,2
chennai,george town,mr.foodie boy,3.5,20,300,chinese,non veg,high,Budget-Friendly,2
chennai,george town,mr.foodie boy,3.5,20,300,indian,non veg,high,Budget-Friendly,2
chennai,george town,rasoee,4.0,100,150,north indian,veg,high,Budget-Friendly,2
chennai,george town,rasoee,4.0,100,150,street food,veg,high,Budget-Friendly,2
chennai,george town,nikkis pizzeria,4.1,10,400,pizzas,veg,very high,Budget-Friendly,2
chennai,george town,nikkis pizzeria,4.1,10,400,fast food,veg,very high,Budget-Friendly,2
chennai,george town,ss hyderabad briyani,4.3,1000,300,biryani,non veg,very high,Budget-Friendly,1
chennai,george town,cake square,4.1,10,400,bakery,non veg,very high,Budget-Friendly,1
chennai,george town,madras meal company,4.1,10,350,south indian,non veg,very high,Budget-Friendly,1
chennai,george town,nellore spice,3.8,20,200,south indian,non veg,high,Budget-Friendly,2
chennai,george town,nellore spice,3.8,20,200,seafood,non veg,high,Budget-Friendly,2
chennai,george town,biriyani brothers,4.2,100,250,indian,non veg,very high,Budget-Friendly,2
chennai,george town,biriyani brothers,4.2,100,250,biryani,non veg,very high,Budget-Friendly,2
chennai,george town,cake & shake,4.1,10,450,bakery,non veg,very high,Budget-Friendly,2
chennai,george town,cake & shake,4.1,10,450,desserts,non veg,very high,Budget-Friendly,2
chennai,george town,v r rajan bakery,4.1,10,200,bakery,non veg,very high,Budget-Friendly,2
chennai,george town,v r rajan bakery,4.1,10,200,sweets,non veg,very high,Budget-Friendly,2
chennai,george town,five star chicken,2.3,20,200,chinese,non veg,medium,Budget-Friendly,2
chennai,george town,five star chicken,2.3,20,200,beverages,non veg,medium,Budget-Friendly,2
chennai,george town,benny bakes n cakes,4.1,10,450,bakery,non veg,very high,Budget-Friendly,2
chennai,george town,benny bakes n cakes,4.1,10,450,snacks,non veg,very high,Budget-Friendly,2
chennai,george town,rayyan's biriyani,4.1,10,300,south indian,non veg,very high,Budget-Friendly,2
chennai,george town,rayyan's biriyani,4.1,10,300,biryani,non veg,very high,Budget-Friendly,2
chennai,george town,hotel sandeep,4.1,10,250,indian,veg,very high,Budget-Friendly,1
chennai,george town,royal spot,4.1,10,200,fast food,non veg,very high,Budget-Friendly,2
chennai,george town,royal spot,4.1,10,200,snacks,non veg,very high,Budget-Friendly,2
chennai,george town,snack bowl,4.1,10,199,fast food,veg,very high,Budget-Friendly,2
chennai,george town,snack bowl,4.1,10,199,snacks,veg,very high,Budget-Friendly,2
chennai,george town,turban mughal restaurant,4.3,100,700,biryani,non veg,very high,Standard Dining,1
chennai,george town,mcrennett ( parrys),4.8,20,300,bakery,non veg,very high,Budget-Friendly,1
chennai,george town,sankar cafe,4.1,10,200,beverages,veg,very high,Budget-Friendly,2
chennai,george town,sankar cafe,4.1,10,200,fast food,veg,very high,Budget-Friendly,2
chennai,george town,eat & drink,3.0,20,200,pizzas,non veg,medium,Budget-Friendly,2
chennai,george town,eat & drink,3.0,20,200,american,non veg,medium,Budget-Friendly,2
chennai,george town,anu chatz zone,4.1,10,200,chaat,non veg,very high,Budget-Friendly,2
chennai,george town,anu chatz zone,4.1,10,200,fast food,non veg,very high,Budget-Friendly,2
chennai,george town,the nothing  homes kitchen,4.1,10,400,pizzas,non veg,very high,Budget-Friendly,2
chennai,george town,the nothing  homes kitchen,4.1,10,400,beverages,non veg,very high,Budget-Friendly,2
chennai,george town,sticky fingers,4.1,10,200,snacks,veg,very high,Budget-Friendly,2
chennai,george town,sticky fingers,4.1,10,200,pizzas,veg,very high,Budget-Friendly,2
chennai,george town,hotel pandian,3.4,100,300,biryani,non veg,high,Budget-Friendly,2
chennai,george town,hotel pandian,3.4,100,300,south indian,non veg,high,Budget-Friendly,2
chennai,george town,oscar restaurant,4.1,10,600,south indian,non veg,very high,Standard Dining,2
chennai,george town,oscar restaurant,4.1,10,600,indian,non veg,very high,Standard Dining,2
chennai,george town,swizo,4.1,10,300,chinese,non veg,very high,Budget-Friendly,2
chennai,george town,swizo,4.1,10,300,biryani,non veg,very high,Budget-Friendly,2
chennai,george town,istanbull express,4.1,10,350,north indian,non veg,very high,Budget-Friendly,2
chennai,george town,istanbull express,4.1,10,350,chinese,non veg,very high,Budget-Friendly,2
chennai,george town,tn 04 cafe,4.1,10,250,pizzas,non veg,very high,Budget-Friendly,2
chennai,george town,tn 04 cafe,4.1,10,250,indian,non veg,very high,Budget-Friendly,2
chennai,george town,taj multi cuisine restaurant,3.7,100,300,indian,non veg,high,Budget-Friendly,2
chennai,george town,taj multi cuisine restaurant,3.7,100,300,chinese,non veg,high,Budget-Friendly,2
chennai,george town,cafe madrassi / broadway,4.1,10,300,beverages,non veg,very high,Budget-Friendly,2
chennai,george town,cafe madrassi / broadway,4.1,10,300,pizzas,non veg,very high,Budget-Friendly,2
chennai,george town,the pizza box,4.1,10,200,indian,non veg,very high,Budget-Friendly,2
chennai,george town,the pizza box,4.1,10,200,american,non veg,very high,Budget-Friendly,2
chennai,george town,kalyana briyani and fast food,4.1,10,300,biryani,non veg,very high,Budget-Friendly,2
chennai,george town,kalyana briyani and fast food,4.1,10,300,chinese,non veg,very high,Budget-Friendly,2
chennai,george town,salam biryani,4.1,10,300,biryani,non veg,very high,Budget-Friendly,2
chennai,george town,salam biryani,4.1,10,300,chinese,non veg,very high,Budget-Friendly,2
chennai,george town,reshmi kitchen,4.1,10,210,chinese,non veg,very high,Budget-Friendly,1
chennai,george town,delicious sandwich,4.1,10,200,fast food,non veg,very high,Budget-Friendly,2
chennai,george town,delicious sandwich,4.1,10,200,pizzas,non veg,very high,Budget-Friendly,2
chennai,george town,nizam biryani catering,4.2,500,400,biryani,non veg,very high,Budget-Friendly,2
chennai,george town,nizam biryani catering,4.2,500,400,chinese,non veg,very high,Budget-Friendly,2
chennai,george town,fuel juice & pasta bar,4.2,50,250,beverages,veg,very high,Budget-Friendly,2
chennai,george town,fuel juice & pasta bar,4.2,50,250,juices,veg,very high,Budget-Friendly,2
chennai,george town,sk bangarpet chats,4.1,10,90,fast food,veg,very high,Budget-Friendly,2
chennai,george town,sk bangarpet chats,4.1,10,90,beverages,veg,very high,Budget-Friendly,2
chennai,george town,desserteria,4.1,10,300,desserts,veg,very high,Budget-Friendly,2
chennai,george town,desserteria,4.1,10,300,beverages,veg,very high,Budget-Friendly,2
chennai,george town,cream and fudge,4.1,10,400,ice cream,veg,very high,Budget-Friendly,2
chennai,george town,cream and fudge,4.1,10,400,beverages,veg,very high,Budget-Friendly,2
chennai,george town,rekha mithai,4.0,100,150,north indian,veg,high,Budget-Friendly,2
chennai,george town,rekha mithai,4.0,100,150,sweets,veg,high,Budget-Friendly,2
chennai,george town,yakebab arab restaurant,4.1,10,300,indian,veg,very high,Budget-Friendly,1
chennai,george town,salem rr biriyani unavagam,3.7,20,300,biryani,non veg,high,Budget-Friendly,1
chennai,george town,alreef,4.1,100,350,north indian,non veg,very high,Budget-Friendly,2
chennai,george town,alreef,4.1,100,350,chinese,non veg,very high,Budget-Friendly,2
chennai,george town,lassi shop mannady,4.1,10,200,beverages,veg,very high,Budget-Friendly,1
chennai,george town,ck's bakery,4.1,10,250,bakery,non veg,very high,Budget-Friendly,2
chennai,george town,ck's bakery,4.1,10,250,snacks,non veg,very high,Budget-Friendly,2
chennai,george town,dadi's kitchen,4.1,10,297,snacks,veg,very high,Budget-Friendly,2
chennai,george town,dadi's kitchen,4.1,10,297,chaat,veg,very high,Budget-Friendly,2
chennai,george town,bakers spring,4.1,10,650,pizzas,non veg,very high,Standard Dining,2
chennai,george town,bakers spring,4.1,10,650,american,non veg,very high,Standard Dining,2
chennai,george town,new pevin tiffen centre,4.1,10,200,chinese,non veg,very high,Budget-Friendly,2
chennai,george town,new pevin tiffen centre,4.1,10,200,biryani,non veg,very high,Budget-Friendly,2
chennai,george town,chennai rawther briyani,3.7,20,300,south indian,non veg,high,Budget-Friendly,2
chennai,george town,chennai rawther briyani,3.7,20,300,indian,non veg,high,Budget-Friendly,2
chennai,george town,novelty tea house,4.3,100,450,north indian,veg,very high,Budget-Friendly,2
chennai,george town,novelty tea house,4.3,100,450,south indian,veg,very high,Budget-Friendly,2
chennai,george town,tom and jerry,4.1,10,200,fast food,non veg,very high,Budget-Friendly,2
chennai,george town,tom and jerry,4.1,10,200,beverages,non veg,very high,Budget-Friendly,2
chennai,george town,andhra gunpowder,3.9,100,350,andhra,non veg,high,Budget-Friendly,2
chennai,george town,andhra gunpowder,3.9,100,350,biryani,non veg,high,Budget-Friendly,2
chennai,george town,biryani trip,4.1,10,350,biryani,non veg,very high,Budget-Friendly,1
chennai,george town,saif ice cream and chat,4.1,10,300,ice cream,veg,very high,Budget-Friendly,2
chennai,george town,saif ice cream and chat,4.1,10,300,chaat,veg,very high,Budget-Friendly,2
chennai,george town,pandi briyani hotel,3.4,20,250,biryani,non veg,high,Budget-Friendly,2
chennai,george town,pandi briyani hotel,3.4,20,250,south indian,non veg,high,Budget-Friendly,2
chennai,george town,made in madras,4.1,10,150,snacks,veg,very high,Budget-Friendly,2
chennai,george town,made in madras,4.1,10,150,chaat,veg,very high,Budget-Friendly,2
chennai,george town,sha's bistro,4.1,10,250,ice cream,non veg,very high,Budget-Friendly,1
chennai,george town,leelass cafe - unit of pandia's,4.0,100,350,south indian,veg,high,Budget-Friendly,2
chennai,george town,leelass cafe - unit of pandia's,4.0,100,350,indian,veg,high,Budget-Friendly,2
chennai,george town,paratha envy,4.1,10,280,north indian,non veg,very high,Budget-Friendly,1
chennai,george town,howdy chennai,4.1,10,200,indian,veg,very high,Budget-Friendly,2
chennai,george town,howdy chennai,4.1,10,200,fast food,veg,very high,Budget-Friendly,2
chennai,george town,dikshan food corner,4.1,10,350,south indian,veg,very high,Budget-Friendly,2
chennai,george town,dikshan food corner,4.1,10,350,chinese,veg,very high,Budget-Friendly,2
chennai,george town,bigbites,4.1,10,400,fast food,veg,very high,Budget-Friendly,2
chennai,george town,bigbites,4.1,10,400,snacks,veg,very high,Budget-Friendly,2
chennai,george town,clazzy foodie,4.1,10,120,snacks,veg,very high,Budget-Friendly,1
chennai,george town,hotel parijatha - t.h road,4.2,100,300,south indian,veg,very high,Budget-Friendly,2
chennai,george town,hotel parijatha - t.h road,4.2,100,300,north indian,veg,very high,Budget-Friendly,2
chennai,george town,new durgha bhavan,4.1,20,200,south indian,veg,very high,Budget-Friendly,2
chennai,george town,new durgha bhavan,4.1,20,200,chinese,veg,very high,Budget-Friendly,2
chennai,george town,seiko grill,4.1,10,200,chinese,non veg,very high,Budget-Friendly,2
chennai,george town,seiko grill,4.1,10,200,beverages,non veg,very high,Budget-Friendly,2
chennai,george town,mamro mithai vatika,4.1,10,400,sweets,veg,very high,Budget-Friendly,1
chennai,george town,snack a boo,4.1,10,300,street food,veg,very high,Budget-Friendly,2
chennai,george town,snack a boo,4.1,10,300,chinese,veg,very high,Budget-Friendly,2
chennai,george town,ajees atho shop,4.1,10,200,burmese,non veg,very high,Budget-Friendly,1
chennai,george town,anna viruksham,4.1,10,180,south indian,veg,very high,Budget-Friendly,2
chennai,george town,anna viruksham,4.1,10,180,biryani,veg,very high,Budget-Friendly,2
chennai,george town,pizza pantry,4.1,10,200,continental,non veg,very high,Budget-Friendly,2
chennai,george town,pizza pantry,4.1,10,200,pizzas,non veg,very high,Budget-Friendly,2
chennai,george town,cheesy delights,4.1,10,300,indian,non veg,very high,Budget-Friendly,1
chennai,george town,atho grillz - g a road,3.7,100,350,burmese,non veg,high,Budget-Friendly,2
chennai,george town,atho grillz - g a road,3.7,100,350,indian,non veg,high,Budget-Friendly,2
chennai,george town,machi open the bottle,4.1,10,100,beverages,veg,very high,Budget-Friendly,1
chennai,george town,veetu sapadu restaurant,4.1,10,400,south indian,non veg,very high,Budget-Friendly,2
chennai,george town,veetu sapadu restaurant,4.1,10,400,street food,non veg,very high,Budget-Friendly,2
chennai,george town,abdul rahim dhaba,4.1,10,300,chinese,non veg,very high,Budget-Friendly,2
chennai,george town,abdul rahim dhaba,4.1,10,300,indian,non veg,very high,Budget-Friendly,2
chennai,george town,the tandoori kitchen,4.1,10,200,north indian,non veg,very high,Budget-Friendly,2
chennai,george town,the tandoori kitchen,4.1,10,200,chinese,non veg,very high,Budget-Friendly,2
chennai,george town,scooter bbq,4.1,10,250,indian,non veg,very high,Budget-Friendly,2
chennai,george town,scooter bbq,4.1,10,250,kebabs,non veg,very high,Budget-Friendly,2
chennai,george town,hatimy's restaurant,4.1,10,400,grill,non veg,very high,Budget-Friendly,2
chennai,george town,hatimy's restaurant,4.1,10,400,arabian,non veg,very high,Budget-Friendly,2
chennai,george town,king queen pizza,4.1,10,249,snacks,non veg,very high,Budget-Friendly,1
chennai,george town,murugan idli shop,4.3,100,200,south indian,veg,very high,Budget-Friendly,1
chennai,george town,family pizza,4.1,10,250,american,non veg,very high,Budget-Friendly,2
chennai,george town,family pizza,4.1,10,250,chinese,non veg,very high,Budget-Friendly,2
chennai,george town,madras dhaba,4.1,10,200,arabian,non veg,very high,Budget-Friendly,2
chennai,george town,madras dhaba,4.1,10,200,grill,non veg,very high,Budget-Friendly,2
chennai,george town,hotel natarajah,4.1,10,270,south indian,veg,very high,Budget-Friendly,2
chennai,george town,hotel natarajah,4.1,10,270,chinese,veg,very high,Budget-Friendly,2
chennai,george town,l'espresso cafe,4.1,10,500,beverages,non veg,very high,Standard Dining,2
chennai,george town,l'espresso cafe,4.1,10,500,juices,non veg,very high,Standard Dining,2
chennai,george town,hotel parijatha - g.a road,4.3,100,300,north indian,veg,very high,Budget-Friendly,2
chennai,george town,hotel parijatha - g.a road,4.3,100,300,south indian,veg,very high,Budget-Friendly,2
chennai,george town,cake park,4.2,20,150,bakery,non veg,very high,Budget-Friendly,2
chennai,george town,cake park,4.2,20,150,desserts,non veg,very high,Budget-Friendly,2
chennai,george town,seena bhai 1977 chat & juices,4.1,10,250,snacks,veg,very high,Budget-Friendly,2
chennai,george town,seena bhai 1977 chat & juices,4.1,10,250,beverages,veg,very high,Budget-Friendly,2
chennai,george town,taste of turkey,4.5,20,200,arabian,non veg,very high,Budget-Friendly,2
chennai,george town,taste of turkey,4.5,20,200,lebanese,non veg,very high,Budget-Friendly,2
chennai,george town,momo monk,4.1,10,180,chinese,non veg,very high,Budget-Friendly,1
chennai,george town,yummy shawarma,4.1,10,200,kebabs,non veg,very high,Budget-Friendly,2
chennai,george town,yummy shawarma,4.1,10,200,snacks,non veg,very high,Budget-Friendly,2
chennai,george town,dp special,4.1,10,200,snacks,veg,very high,Budget-Friendly,1
chennai,george town,snack house,4.1,10,180,snacks,non veg,very high,Budget-Friendly,1
chennai,george town,star biriyani and fast food,4.2,20,200,north indian,non veg,very high,Budget-Friendly,2
chennai,george town,star biriyani and fast food,4.2,20,200,biryani,non veg,very high,Budget-Friendly,2
chennai,george town,pandia's avenue,3.8,100,500,chettinad,non veg,high,Standard Dining,2
chennai,george town,pandia's avenue,3.8,100,500,south indian,non veg,high,Standard Dining,2
chennai,george town,cool biz,4.0,100,100,beverages,non veg,high,Budget-Friendly,2
chennai,george town,cool biz,4.0,100,100,juices,non veg,high,Budget-Friendly,2
chennai,george town,zwarma,3.6,20,200,chinese,non veg,high,Budget-Friendly,2
chennai,george town,zwarma,3.6,20,200,snacks,non veg,high,Budget-Friendly,2
chennai,george town,al arz restaurant,3.4,20,600,north indian,non veg,high,Standard Dining,2
chennai,george town,al arz restaurant,3.4,20,600,biryani,non veg,high,Standard Dining,2
chennai,george town,super shawarma,3.6,20,250,indian,non veg,high,Budget-Friendly,1
chennai,george town,shafi sweets,4.2,100,400,snacks,veg,very high,Budget-Friendly,2
chennai,george town,shafi sweets,4.2,100,400,sweets,veg,very high,Budget-Friendly,2
chennai,george town,kishore chats,4.1,10,300,chaat,veg,very high,Budget-Friendly,2
chennai,george town,kishore chats,4.1,10,300,snacks,veg,very high,Budget-Friendly,2
chennai,george town,taj biriyani center,4.1,10,400,street food,non veg,very high,Budget-Friendly,2
chennai,george town,taj biriyani center,4.1,10,400,biryani,non veg,very high,Budget-Friendly,2
chennai,george town,cream freddo,4.1,10,550,ice cream,veg,very high,Standard Dining,2
chennai,george town,cream freddo,4.1,10,550,desserts,veg,very high,Standard Dining,2
chennai,george town,srishti snacks,4.1,50,250,indian,veg,very high,Budget-Friendly,1
chennai,george town,hotel prayag,4.0,50,300,indian,veg,high,Budget-Friendly,1
chennai,george town,frozen world,4.1,10,200,ice cream,veg,very high,Budget-Friendly,1
chennai,george town,lassi n spicy,3.9,20,200,beverages,non veg,high,Budget-Friendly,2
chennai,george town,lassi n spicy,3.9,20,200,juices,non veg,high,Budget-Friendly,2
chennai,george town,a2b veg,4.4,1000,300,south indian,veg,very high,Budget-Friendly,2
chennai,george town,a2b veg,4.4,1000,300,north indian,veg,very high,Budget-Friendly,2
chennai,george town,sweet treat,4.1,10,300,south indian,non veg,very high,Budget-Friendly,2
chennai,george town,sweet treat,4.1,10,300,chaat,non veg,very high,Budget-Friendly,2
chennai,george town,ravi mehra's delhi hotel,4.3,100,450,north indian,veg,very high,Budget-Friendly,2
chennai,george town,ravi mehra's delhi hotel,4.3,100,450,chinese,veg,very high,Budget-Friendly,2
chennai,george town,swaad punjab ka,4.1,10,200,indian,veg,very high,Budget-Friendly,2
chennai,george town,swaad punjab ka,4.1,10,200,punjabi,veg,very high,Budget-Friendly,2
chennai,george town,hotel sukha nivas,4.5,100,250,south indian,veg,very high,Budget-Friendly,2
chennai,george town,hotel sukha nivas,4.5,100,250,north indian,veg,very high,Budget-Friendly,2
chennai,george town,dark smoke bbq restaurant,4.1,100,300,barbecue,non veg,very high,Budget-Friendly,2
chennai,george town,dark smoke bbq restaurant,4.1,100,300,indian,non veg,very high,Budget-Friendly,2
chennai,george town,caribbean chai,4.1,10,100,arabian,non veg,very high,Budget-Friendly,1
chennai,george town,atti  square,4.1,10,300,indian,non veg,very high,Budget-Friendly,1
chennai,george town,the biryani life,2.8,20,250,biryani,veg,medium,Budget-Friendly,2
chennai,george town,the biryani life,2.8,20,250,hyderabadi,veg,medium,Budget-Friendly,2
chennai,george town,lassi n shakes,4.1,10,200,snacks,non veg,very high,Budget-Friendly,2
chennai,george town,lassi n shakes,4.1,10,200,desserts,non veg,very high,Budget-Friendly,2
chennai,george town,fire pot biriyani,4.1,10,300,biryani,non veg,very high,Budget-Friendly,1
chennai,george town,hotel sri devi,4.1,10,100,south indian,veg,very high,Budget-Friendly,1
chennai,george town,madras burger crispy chicken,4.1,10,300,pizzas,non veg,very high,Budget-Friendly,2
chennai,george town,madras burger crispy chicken,4.1,10,300,beverages,non veg,very high,Budget-Friendly,2
