city,subcity,restaurant,rating,rating count,cost,cuisine,food_category,rating_category,cost_category,cuisine_count
chennai,poonamallee,lassi and soup corner,4.1,10,200,juices,veg,very high,Budget-Friendly,1
chennai,poonamallee,biriyani chowk,4.1,100,320,indian,non veg,very high,Budget-Friendly,2
chennai,poonamallee,biriyani chowk,4.1,100,320,chinese,non veg,very high,Budget-Friendly,2
chennai,poonamallee,lakshmi restaurant,3.7,50,350,indian,veg,high,Budget-Friendly,1
chennai,poonamallee,1 point 2 devi mess,2.9,100,250,south indian,non veg,medium,Budget-Friendly,1
chennai,poonamallee,sri bala home foods,4.1,10,300,biryani,veg,very high,Budget-Friendly,1
chennai,poonamallee,sri hari kitchen,4.1,10,200,south indian,non veg,very high,Budget-Friendly,2
chennai,poonamallee,sri hari kitchen,4.1,10,200,indian,non veg,very high,Budget-Friendly,2
chennai,poonamallee,fresh bowl,4.1,10,350,desserts,veg,very high,Budget-Friendly,2
chennai,poonamallee,fresh bowl,4.1,10,350,beverages,veg,very high,Budget-Friendly,2
chennai,poonamallee,shawarma crime poonamallee,4.1,10,500,arabian,non veg,very high,Standard Dining,2
chennai,poonamallee,shawarma crime poonamallee,4.1,10,500,snacks,non veg,very high,Standard Dining,2
chennai,poonamallee,subway,4.1,100,350,fast food,non veg,very high,Budget-Friendly,2
chennai,poonamallee,subway,4.1,100,350,salads,non veg,very high,Budget-Friendly,2
chennai,poonamallee,arabian nikkah briyani,3.3,100,400,indian,non veg,high,Budget-Friendly,1
chennai,poonamallee,desert shawarma mirdus kitchen,4.1,10,170,arabian,non veg,very high,Budget-Friendly,2
chennai,poonamallee,desert shawarma mirdus kitchen,4.1,10,170,american,non veg,very high,Budget-Friendly,2
chennai,poonamallee,royal cafe,4.1,10,100,south indian,veg,very high,Budget-Friendly,1
chennai,poonamallee,madurai chettinadu,4.1,10,200,south indian,non veg,very high,Budget-Friendly,1
chennai,poonamallee,thalappakattu,3.5,50,300,biryani,non veg,high,Budget-Friendly,2
chennai,poonamallee,thalappakattu,3.5,50,300,chinese,non veg,high,Budget-Friendly,2
chennai,poonamallee,victuals,3.8,50,250,beverages,non veg,high,Budget-Friendly,2
chennai,poonamallee,victuals,3.8,50,250,chinese,non veg,high,Budget-Friendly,2
chennai,poonamallee,hotel vaithee park,4.1,10,400,biryani,non veg,very high,Budget-Friendly,2
chennai,poonamallee,hotel vaithee park,4.1,10,400,north indian,non veg,very high,Budget-Friendly,2
chennai,poonamallee,lassiday cafe burger pav,4.1,10,300,beverages,veg,very high,Budget-Friendly,2
chennai,poonamallee,lassiday cafe burger pav,4.1,10,300,juices,veg,very high,Budget-Friendly,2
chennai,poonamallee,madras meen kuzhambu,4.1,10,300,indian,veg,very high,Budget-Friendly,1
chennai,poonamallee,apple squeeze,4.1,10,150,juices,non veg,very high,Budget-Friendly,1
chennai,poonamallee,oh my grill,4.1,10,300,grill,non veg,very high,Budget-Friendly,2
chennai,poonamallee,oh my grill,4.1,10,300,chinese,non veg,very high,Budget-Friendly,2
chennai,poonamallee,taj thalapakattu biriyani,4.0,500,300,biryani,non veg,high,Budget-Friendly,1
chennai,poonamallee,hot chaat and sweet items,3.8,100,200,fast food,veg,high,Budget-Friendly,1
chennai,poonamallee,sri ganesh bhavan,4.1,10,200,south indian,veg,very high,Budget-Friendly,2
chennai,poonamallee,sri ganesh bhavan,4.1,10,200,indian,veg,very high,Budget-Friendly,2
chennai,poonamallee,beef kabab,3.6,100,200,chinese,non veg,high,Budget-Friendly,2
chennai,poonamallee,beef kabab,3.6,100,200,tandoor,non veg,high,Budget-Friendly,2
chennai,poonamallee,sister's kitchen - asha enterprises,4.1,10,300,biryani,non veg,very high,Budget-Friendly,2
chennai,poonamallee,sister's kitchen - asha enterprises,4.1,10,300,north indian,non veg,very high,Budget-Friendly,2
chennai,poonamallee,santhi bakery,4.1,50,300,bakery,veg,very high,Budget-Friendly,1
chennai,poonamallee,the chai master,4.1,10,200,snacks,non veg,very high,Budget-Friendly,1
chennai,poonamallee,annapoorna hotels and caterers pure veg restaurant,4.2,100,200,south indian,veg,very high,Budget-Friendly,1
chennai,poonamallee,thoothukudi set parotta,4.1,100,150,indian,non veg,very high,Budget-Friendly,2
chennai,poonamallee,thoothukudi set parotta,4.1,100,150,south indian,non veg,very high,Budget-Friendly,2
chennai,poonamallee,mallies restaurant,3.6,20,300,indian,non veg,high,Budget-Friendly,1
chennai,poonamallee,five star chicken,4.1,10,200,snacks,non veg,very high,Budget-Friendly,1
chennai,poonamallee,crispy chicken express,4.1,10,200,fast food,non veg,very high,Budget-Friendly,2
chennai,poonamallee,crispy chicken express,4.1,10,200,chinese,non veg,very high,Budget-Friendly,2
chennai,poonamallee,thanjai vilas,2.6,20,200,indian,non veg,medium,Budget-Friendly,2
chennai,poonamallee,thanjai vilas,2.6,20,200,south indian,non veg,medium,Budget-Friendly,2
chennai,poonamallee,hotel sri naruvizhi,4.1,10,200,indian,non veg,very high,Budget-Friendly,1
chennai,poonamallee,taj restaurant,3.9,500,400,north indian,non veg,high,Budget-Friendly,2
chennai,poonamallee,taj restaurant,3.9,500,400,arabian,non veg,high,Budget-Friendly,2
chennai,poonamallee,ss pandiyan hotel,4.0,1000,200,biryani,non veg,high,Budget-Friendly,2
chennai,poonamallee,ss pandiyan hotel,4.0,1000,200,south indian,non veg,high,Budget-Friendly,2
chennai,poonamallee,the biryani life,3.6,50,250,biryani,veg,high,Budget-Friendly,2
chennai,poonamallee,the biryani life,3.6,50,250,hyderabadi,veg,high,Budget-Friendly,2
chennai,poonamallee,bbq house,4.1,10,300,barbecue,non veg,very high,Budget-Friendly,2
chennai,poonamallee,bbq house,4.1,10,300,chinese,non veg,very high,Budget-Friendly,2
chennai,poonamallee,sangeetha veg restaurant,4.4,1000,300,south indian,veg,very high,Budget-Friendly,2
chennai,poonamallee,sangeetha veg restaurant,4.4,1000,300,north indian,veg,very high,Budget-Friendly,2
chennai,poonamallee,cream and fudge,4.4,100,150,ice cream,veg,very high,Budget-Friendly,2
chennai,poonamallee,cream and fudge,4.4,100,150,desserts,veg,very high,Budget-Friendly,2
chennai,poonamallee,under 79,3.4,20,200,snacks,non veg,high,Budget-Friendly,2
chennai,poonamallee,under 79,3.4,20,200,chaat,non veg,high,Budget-Friendly,2
chennai,poonamallee,"mcrennett (thirumizhisai(m.h), poonamallee)",3.9,20,300,bakery,veg,high,Budget-Friendly,1
chennai,poonamallee,hotel pandian,3.8,1000,200,biryani,non veg,high,Budget-Friendly,2
chennai,poonamallee,hotel pandian,3.8,1000,200,chinese,non veg,high,Budget-Friendly,2
chennai,poonamallee,kalkata chat,4.1,10,200,chaat,non veg,very high,Budget-Friendly,1
chennai,poonamallee,gokulam pavilion,4.1,10,200,snacks,non veg,very high,Budget-Friendly,1
chennai,poonamallee,shero home food - chettinad,4.1,10,350,south indian,veg,very high,Budget-Friendly,2
chennai,poonamallee,shero home food - chettinad,4.1,10,350,chettinad,veg,very high,Budget-Friendly,2
chennai,poonamallee,home food kuzhambu kadai,4.1,10,150,south indian,non veg,very high,Budget-Friendly,2
chennai,poonamallee,home food kuzhambu kadai,4.1,10,150,indian,non veg,very high,Budget-Friendly,2
chennai,poonamallee,express food court,4.1,10,149,fast food,non veg,very high,Budget-Friendly,2
chennai,poonamallee,express food court,4.1,10,149,north indian,non veg,very high,Budget-Friendly,2
chennai,poonamallee,fresh to home,4.1,10,200,indian,veg,very high,Budget-Friendly,1
chennai,poonamallee,banyan tree restaurant,4.1,10,599,south indian,veg,very high,Standard Dining,2
chennai,poonamallee,banyan tree restaurant,4.1,10,599,chinese,veg,very high,Standard Dining,2
chennai,poonamallee,hotel jaihind dhaba,4.1,10,250,biryani,non veg,very high,Budget-Friendly,2
chennai,poonamallee,hotel jaihind dhaba,4.1,10,250,snacks,non veg,very high,Budget-Friendly,2
chennai,poonamallee,udipi sri adhinathaa bhavan,4.2,100,249,indonesian,veg,very high,Budget-Friendly,2
chennai,poonamallee,udipi sri adhinathaa bhavan,4.2,100,249,juices,veg,very high,Budget-Friendly,2
chennai,poonamallee,madurai kannappar chettinadu restaurant,3.6,100,400,biryani,non veg,high,Budget-Friendly,2
chennai,poonamallee,madurai kannappar chettinadu restaurant,3.6,100,400,chettinad,non veg,high,Budget-Friendly,2
chennai,poonamallee,sakkubhai biriyani,4.1,10,300,indian,non veg,very high,Budget-Friendly,1
chennai,poonamallee,aksheyy bhavan,3.9,1000,200,south indian,veg,high,Budget-Friendly,1
chennai,poonamallee,soul foodz,4.1,10,200,fast food,veg,very high,Budget-Friendly,2
chennai,poonamallee,soul foodz,4.1,10,200,south indian,veg,very high,Budget-Friendly,2
chennai,poonamallee,rr madurai kitchen,4.1,10,200,chinese,non veg,very high,Budget-Friendly,2
chennai,poonamallee,rr madurai kitchen,4.1,10,200,indian,non veg,very high,Budget-Friendly,2
chennai,poonamallee,hotel chaithraa,4.0,100,250,north indian,non veg,high,Budget-Friendly,2
chennai,poonamallee,hotel chaithraa,4.0,100,250,south indian,non veg,high,Budget-Friendly,2
chennai,poonamallee,sarpatta nalli dosa,4.1,10,200,indian,non veg,very high,Budget-Friendly,2
chennai,poonamallee,sarpatta nalli dosa,4.1,10,200,chinese,non veg,very high,Budget-Friendly,2
chennai,poonamallee,d bakers pride,4.1,10,400,bakery,non veg,very high,Budget-Friendly,2
chennai,poonamallee,d bakers pride,4.1,10,400,fast food,non veg,very high,Budget-Friendly,2
chennai,poonamallee,the juice cafe,4.1,10,150,juices,non veg,very high,Budget-Friendly,1
chennai,poonamallee,madurai pandian hotel,3.8,100,400,south indian,non veg,high,Budget-Friendly,2
chennai,poonamallee,madurai pandian hotel,3.8,100,400,chinese,non veg,high,Budget-Friendly,2
chennai,poonamallee,aachi chettinadu,3.2,20,300,indian,non veg,high,Budget-Friendly,1
chennai,poonamallee,biryani woods - bbq house,4.1,10,300,biryani,non veg,very high,Budget-Friendly,2
chennai,poonamallee,biryani woods - bbq house,4.1,10,300,indian,non veg,very high,Budget-Friendly,2
chennai,poonamallee,the uptown restaurant,4.1,10,300,north indian,non veg,very high,Budget-Friendly,2
chennai,poonamallee,the uptown restaurant,4.1,10,300,chinese,non veg,very high,Budget-Friendly,2
chennai,poonamallee,al-asda biryani centre,3.8,50,200,biryani,non veg,high,Budget-Friendly,2
chennai,poonamallee,al-asda biryani centre,3.8,50,200,chinese,non veg,high,Budget-Friendly,2
chennai,poonamallee,melan restaurant,4.1,10,300,biryani,non veg,very high,Budget-Friendly,2
chennai,poonamallee,melan restaurant,4.1,10,300,chinese,non veg,very high,Budget-Friendly,2
chennai,poonamallee,jayam food product and services,4.1,10,200,chaat,non veg,very high,Budget-Friendly,2
chennai,poonamallee,jayam food product and services,4.1,10,200,continental,non veg,very high,Budget-Friendly,2
chennai,poonamallee,hot chaat and sweet,3.7,100,120,chaat,veg,high,Budget-Friendly,1
chennai,poonamallee,udipi sri durga bhavan,4.3,1000,300,south indian,veg,very high,Budget-Friendly,1
chennai,poonamallee,kovai pazhamudir nilayam,4.6,100,90,chinese,veg,very high,Budget-Friendly,2
chennai,poonamallee,kovai pazhamudir nilayam,4.6,100,90,indian,veg,very high,Budget-Friendly,2
chennai,poonamallee,kfc,4.0,500,400,american,non veg,high,Budget-Friendly,2
chennai,poonamallee,kfc,4.0,500,400,snacks,non veg,high,Budget-Friendly,2
chennai,poonamallee,new arcot briyani,4.1,10,250,biryani,non veg,very high,Budget-Friendly,2
chennai,poonamallee,new arcot briyani,4.1,10,250,chinese,non veg,very high,Budget-Friendly,2
chennai,poonamallee,yummy kitchen,4.1,10,200,south indian,veg,very high,Budget-Friendly,1
chennai,poonamallee,pooja sathish punjab dhaba,4.1,10,150,north indian,veg,very high,Budget-Friendly,1
chennai,poonamallee,sri meenakshi cool bar,4.1,10,280,desserts,veg,very high,Budget-Friendly,2
chennai,poonamallee,sri meenakshi cool bar,4.1,10,280,beverages,veg,very high,Budget-Friendly,2
chennai,poonamallee,hotel white,3.6,50,499,north indian,non veg,high,Budget-Friendly,2
chennai,poonamallee,hotel white,3.6,50,499,south indian,non veg,high,Budget-Friendly,2
chennai,poonamallee,hotel karaikudi chettinadu,3.5,20,300,south indian,non veg,high,Budget-Friendly,2
chennai,poonamallee,hotel karaikudi chettinadu,3.5,20,300,chinese,non veg,high,Budget-Friendly,2
chennai,poonamallee,hotel ponnis grand inn,4.3,50,500,biryani,non veg,very high,Standard Dining,2
chennai,poonamallee,hotel ponnis grand inn,4.3,50,500,chinese,non veg,very high,Standard Dining,2
chennai,poonamallee,the good bowl,4.1,100,400,north indian,non veg,very high,Budget-Friendly,2
chennai,poonamallee,the good bowl,4.1,100,400,punjabi,non veg,very high,Budget-Friendly,2
chennai,poonamallee,king s dhaba restaurant,4.1,10,250,indian,non veg,very high,Budget-Friendly,2
chennai,poonamallee,king s dhaba restaurant,4.1,10,250,chinese,non veg,very high,Budget-Friendly,2
chennai,poonamallee,amul icecream parlour,4.1,10,170,italian,veg,very high,Budget-Friendly,2
chennai,poonamallee,amul icecream parlour,4.1,10,170,american,veg,very high,Budget-Friendly,2
chennai,poonamallee,cake waves,4.6,50,500,desserts,non veg,very high,Standard Dining,1
chennai,poonamallee,pizza hut,3.8,500,400,pizzas,non veg,high,Budget-Friendly,1
chennai,poonamallee,al asda kebab centre,4.1,10,250,indian,non veg,very high,Budget-Friendly,1
chennai,poonamallee,aakaar,4.1,10,200,american,non veg,very high,Budget-Friendly,2
chennai,poonamallee,aakaar,4.1,10,200,snacks,non veg,very high,Budget-Friendly,2
chennai,poonamallee,hot chat & sweets,4.1,10,150,fast food,veg,very high,Budget-Friendly,1
chennai,poonamallee,hotel sooryas,4.0,100,250,indian,veg,high,Budget-Friendly,2
chennai,poonamallee,hotel sooryas,4.0,100,250,south indian,veg,high,Budget-Friendly,2
chennai,poonamallee,shwarma house,3.7,20,199,arabian,non veg,high,Budget-Friendly,2
chennai,poonamallee,shwarma house,3.7,20,199,beverages,non veg,high,Budget-Friendly,2
chennai,poonamallee,sappidalam vanga,4.1,10,200,south indian,non veg,very high,Budget-Friendly,1
chennai,poonamallee,zed kitchen,4.1,10,200,chinese,non veg,very high,Budget-Friendly,2
chennai,poonamallee,zed kitchen,4.1,10,200,beverages,non veg,very high,Budget-Friendly,2
chennai,poonamallee,vaigai hotel,3.8,50,150,south indian,non veg,high,Budget-Friendly,2
chennai,poonamallee,vaigai hotel,3.8,50,150,biryani,non veg,high,Budget-Friendly,2
chennai,poonamallee,om sakthi hotel,4.1,10,300,biryani,non veg,very high,Budget-Friendly,2
chennai,poonamallee,om sakthi hotel,4.1,10,300,chinese,non veg,very high,Budget-Friendly,2
chennai,poonamallee,hotel new sangamam,4.0,100,313,south indian,non veg,high,Budget-Friendly,2
chennai,poonamallee,hotel new sangamam,4.0,100,313,indian,non veg,high,Budget-Friendly,2
chennai,poonamallee,navaladi kongunadu restaurant,3.7,100,300,south indian,non veg,high,Budget-Friendly,1
chennai,poonamallee,tasty corner,4.1,10,200,chinese,non veg,very high,Budget-Friendly,2
chennai,poonamallee,tasty corner,4.1,10,200,indian,non veg,very high,Budget-Friendly,2
chennai,poonamallee,b2	snacks,4.1,10,200,fast food,veg,very high,Budget-Friendly,2
chennai,poonamallee,b2	snacks,4.1,10,200,snacks,veg,very high,Budget-Friendly,2
chennai,poonamallee,emirates juice bar,3.9,100,250,north indian,veg,high,Budget-Friendly,1
chennai,poonamallee,mylapore filter coffee,3.3,20,100,beverages,veg,high,Budget-Friendly,2
chennai,poonamallee,mylapore filter coffee,3.3,20,100,fast food,veg,high,Budget-Friendly,2
chennai,poonamallee,hotel sri devi durga bhavan,4.1,100,200,chinese,veg,very high,Budget-Friendly,2
chennai,poonamallee,hotel sri devi durga bhavan,4.1,100,200,indian,veg,very high,Budget-Friendly,2
chennai,poonamallee,fayaz juice center,4.0,100,150,beverages,non veg,high,Budget-Friendly,1
chennai,poonamallee,the chennai sandwich shop,4.1,10,400,cafe,non veg,very high,Budget-Friendly,2
chennai,poonamallee,the chennai sandwich shop,4.1,10,400,indian,non veg,very high,Budget-Friendly,2
chennai,poonamallee,hotel elumalayan,3.8,20,200,south indian,non veg,high,Budget-Friendly,1
chennai,poonamallee,sizzly chicken,4.1,10,400,fast food,non veg,very high,Budget-Friendly,2
chennai,poonamallee,sizzly chicken,4.1,10,400,chinese,non veg,very high,Budget-Friendly,2
chennai,poonamallee,hotel ss pandian,4.0,100,200,indian,non veg,high,Budget-Friendly,1
chennai,poonamallee,sri krishna sweets and bakery,4.3,100,200,bakery,non veg,very high,Budget-Friendly,2
chennai,poonamallee,sri krishna sweets and bakery,4.3,100,200,ice cream,non veg,very high,Budget-Friendly,2
chennai,poonamallee,anjappar,4.0,500,600,chettinad,non veg,high,Standard Dining,2
chennai,poonamallee,anjappar,4.0,500,600,south indian,non veg,high,Standard Dining,2
chennai,poonamallee,under 99,4.0,20,200,snacks,non veg,high,Budget-Friendly,2
chennai,poonamallee,under 99,4.0,20,200,beverages,non veg,high,Budget-Friendly,2
chennai,poonamallee,chaat ji,4.1,10,150,snacks,non veg,very high,Budget-Friendly,2
chennai,poonamallee,chaat ji,4.1,10,150,chaat,non veg,very high,Budget-Friendly,2
chennai,poonamallee,hot chat and sweet,3.6,20,120,chaat,veg,high,Budget-Friendly,2
chennai,poonamallee,hot chat and sweet,3.6,20,120,snacks,veg,high,Budget-Friendly,2
chennai,poonamallee,hotel sakas,3.9,100,150,indian,non veg,high,Budget-Friendly,2
chennai,poonamallee,hotel sakas,3.9,100,150,chinese,non veg,high,Budget-Friendly,2
chennai,poonamallee,hotel rusi,4.1,10,400,south indian,non veg,very high,Budget-Friendly,2
chennai,poonamallee,hotel rusi,4.1,10,400,chinese,non veg,very high,Budget-Friendly,2
chennai,poonamallee,al taj family restaurant,4.1,500,350,chinese,non veg,very high,Budget-Friendly,2
chennai,poonamallee,al taj family restaurant,4.1,500,350,arabian,non veg,very high,Budget-Friendly,2
chennai,poonamallee,the biryani story,4.1,10,200,biryani,non veg,very high,Budget-Friendly,2
chennai,poonamallee,the biryani story,4.1,10,200,fast food,non veg,very high,Budget-Friendly,2
chennai,poonamallee,liipz on,4.1,10,200,beverages,non veg,very high,Budget-Friendly,2
chennai,poonamallee,liipz on,4.1,10,200,continental,non veg,very high,Budget-Friendly,2
chennai,poonamallee,mummy's homemades,4.1,10,300,indian,non veg,very high,Budget-Friendly,2
chennai,poonamallee,mummy's homemades,4.1,10,300,biryani,non veg,very high,Budget-Friendly,2
chennai,poonamallee,kuzhambu kadai,3.8,100,200,south indian,non veg,high,Budget-Friendly,1
chennai,poonamallee,snacks world,4.1,10,300,continental,veg,very high,Budget-Friendly,2
chennai,poonamallee,snacks world,4.1,10,300,snacks,veg,very high,Budget-Friendly,2
chennai,poonamallee,sri motel highway jains,4.4,500,250,north indian,veg,very high,Budget-Friendly,2
chennai,poonamallee,sri motel highway jains,4.4,500,250,south indian,veg,very high,Budget-Friendly,2
chennai,omr navalur,arabs beach shawarma,4.1,10,500,arabian,non veg,very high,Standard Dining,2
chennai,omr navalur,arabs beach shawarma,4.1,10,500,continental,non veg,very high,Standard Dining,2
chennai,omr navalur,smokin bar-b-que,4.1,10,200,continental,non veg,very high,Budget-Friendly,2
chennai,omr navalur,smokin bar-b-que,4.1,10,200,mexican,non veg,very high,Budget-Friendly,2
chennai,omr navalur,zaitoon,4.3,5000,500,biryani,non veg,very high,Standard Dining,2
chennai,omr navalur,zaitoon,4.3,5000,500,arabian,non veg,very high,Standard Dining,2
chennai,omr navalur,malabar camboose,4.1,100,250,kerala,non veg,very high,Budget-Friendly,1
chennai,omr navalur,roshi home made food,4.1,10,150,south indian,veg,very high,Budget-Friendly,1
chennai,omr navalur,srinivasa andhra cuisine,4.1,10,250,andhra,non veg,very high,Budget-Friendly,2
chennai,omr navalur,srinivasa andhra cuisine,4.1,10,250,biryani,non veg,very high,Budget-Friendly,2
chennai,omr navalur,madurai sri devar hotel,3.5,100,200,biryani,non veg,high,Budget-Friendly,2
chennai,omr navalur,madurai sri devar hotel,3.5,100,200,chinese,non veg,high,Budget-Friendly,2
chennai,omr navalur,bai kadai beef,3.6,20,300,indian,non veg,high,Budget-Friendly,2
chennai,omr navalur,bai kadai beef,3.6,20,300,chinese,non veg,high,Budget-Friendly,2
chennai,omr navalur,la festa,4.1,10,400,american,non veg,very high,Budget-Friendly,2
chennai,omr navalur,la festa,4.1,10,400,mexican,non veg,very high,Budget-Friendly,2
chennai,omr navalur,south chef,2.9,50,400,south indian,non veg,medium,Budget-Friendly,2
chennai,omr navalur,south chef,2.9,50,400,arabian,non veg,medium,Budget-Friendly,2
chennai,omr navalur,smack arabian delicious,4.1,10,200,arabian,non veg,very high,Budget-Friendly,2
chennai,omr navalur,smack arabian delicious,4.1,10,200,snacks,non veg,very high,Budget-Friendly,2
chennai,omr navalur,yaa mohaideen biryani,3.8,100,600,biryani,non veg,high,Standard Dining,1
chennai,omr navalur,shree swastik bhavan,3.2,20,200,chinese,veg,high,Budget-Friendly,2
chennai,omr navalur,shree swastik bhavan,3.2,20,200,south indian,veg,high,Budget-Friendly,2
chennai,omr navalur,gem restaurant,4.1,1000,400,arabian,non veg,very high,Budget-Friendly,2
chennai,omr navalur,gem restaurant,4.1,1000,400,chinese,non veg,very high,Budget-Friendly,2
chennai,omr navalur,time pass,3.8,100,200,chaat,veg,high,Budget-Friendly,2
chennai,omr navalur,time pass,3.8,100,200,north indian,veg,high,Budget-Friendly,2
chennai,omr navalur,moideen koya multicuisine restaurant,4.1,20,200,indian,non veg,very high,Budget-Friendly,2
chennai,omr navalur,moideen koya multicuisine restaurant,4.1,20,200,biryani,non veg,very high,Budget-Friendly,2
chennai,omr navalur,selchu's restaurant,4.1,10,250,chinese,veg,very high,Budget-Friendly,2
chennai,omr navalur,selchu's restaurant,4.1,10,250,biryani,veg,very high,Budget-Friendly,2
chennai,omr navalur,house of hyderabadi biryani,4.0,100,250,andhra,non veg,high,Budget-Friendly,2
chennai,omr navalur,house of hyderabadi biryani,4.0,100,250,biryani,non veg,high,Budget-Friendly,2
chennai,omr navalur,smack south indian delicious,4.1,10,200,south indian,non veg,very high,Budget-Friendly,2
chennai,omr navalur,smack south indian delicious,4.1,10,200,north indian,non veg,very high,Budget-Friendly,2
chennai,omr navalur,bitelite,4.1,10,200,south indian,veg,very high,Budget-Friendly,2
chennai,omr navalur,bitelite,4.1,10,200,north indian,veg,very high,Budget-Friendly,2
chennai,omr navalur,the barbeque buster,4.1,20,250,north indian,non veg,very high,Budget-Friendly,2
chennai,omr navalur,the barbeque buster,4.1,20,250,tandoor,non veg,very high,Budget-Friendly,2
chennai,omr navalur,omr kitchen - fairfield by marriott,3.8,20,1200,indian,non veg,high,Premium Dining,2
chennai,omr navalur,omr kitchen - fairfield by marriott,3.8,20,1200,continental,non veg,high,Premium Dining,2
chennai,omr navalur,new chennai durbar,4.0,100,350,north indian,non veg,high,Budget-Friendly,2
chennai,omr navalur,new chennai durbar,4.0,100,350,south indian,non veg,high,Budget-Friendly,2
chennai,omr navalur,chennai annapoorna,4.3,1000,200,south indian,veg,very high,Budget-Friendly,1
chennai,omr navalur,maggi story,4.0,20,300,beverages,non veg,high,Budget-Friendly,1
chennai,omr navalur,doon bakers,4.5,20,300,bakery,non veg,very high,Budget-Friendly,2
chennai,omr navalur,doon bakers,4.5,20,300,desserts,non veg,very high,Budget-Friendly,2
chennai,omr navalur,bbq ride india @ omr food street,4.6,20,200,grill,non veg,very high,Budget-Friendly,2
chennai,omr navalur,bbq ride india @ omr food street,4.6,20,200,indian,non veg,very high,Budget-Friendly,2
chennai,omr navalur,kfc,3.8,500,400,american,non veg,high,Budget-Friendly,2
chennai,omr navalur,kfc,3.8,500,400,snacks,non veg,high,Budget-Friendly,2
chennai,omr navalur,potlam biryani vantillu,4.0,100,400,biryani,non veg,high,Budget-Friendly,2
chennai,omr navalur,potlam biryani vantillu,4.0,100,400,desserts,non veg,high,Budget-Friendly,2
chennai,omr navalur,spice it - ibis hotel,4.4,50,400,asian,non veg,very high,Budget-Friendly,2
chennai,omr navalur,spice it - ibis hotel,4.4,50,400,continental,non veg,very high,Budget-Friendly,2
chennai,omr navalur,smartha's kitchen,4.1,10,45,south indian,veg,very high,Budget-Friendly,2
chennai,omr navalur,smartha's kitchen,4.1,10,45,snacks,veg,very high,Budget-Friendly,2
chennai,omr navalur,asli mumbai chaat,4.3,100,150,fast food,veg,very high,Budget-Friendly,1
chennai,omr navalur,salt n pepper,3.8,20,200,indian,non veg,high,Budget-Friendly,1
chennai,omr navalur,moffleloff,3.0,20,199,fast food,veg,medium,Budget-Friendly,2
chennai,omr navalur,moffleloff,3.0,20,199,beverages,veg,medium,Budget-Friendly,2
chennai,omr navalur,ni foods and diet,4.9,20,300,healthy food,non veg,very high,Budget-Friendly,2
chennai,omr navalur,ni foods and diet,4.9,20,300,indian,non veg,very high,Budget-Friendly,2
chennai,omr navalur,knight owl,3.7,100,250,chinese,non veg,high,Budget-Friendly,2
chennai,omr navalur,knight owl,3.7,100,250,biryani,non veg,high,Budget-Friendly,2
chennai,omr navalur,pasanga mess,4.1,10,300,chinese,non veg,very high,Budget-Friendly,2
chennai,omr navalur,pasanga mess,4.1,10,300,south indian,non veg,very high,Budget-Friendly,2
chennai,omr navalur,green onion & deat restaurant,3.3,20,300,south indian,non veg,high,Budget-Friendly,2
chennai,omr navalur,green onion & deat restaurant,3.3,20,300,indian,non veg,high,Budget-Friendly,2
chennai,omr navalur,city fish mart,4.1,10,200,snacks,non veg,very high,Budget-Friendly,2
chennai,omr navalur,city fish mart,4.1,10,200,indian,non veg,very high,Budget-Friendly,2
chennai,omr navalur,the biryani life,3.6,50,250,biryani,non veg,high,Budget-Friendly,2
chennai,omr navalur,the biryani life,3.6,50,250,hyderabadi,non veg,high,Budget-Friendly,2
chennai,omr navalur,a2b veg,4.3,1000,300,south indian,veg,very high,Budget-Friendly,2
chennai,omr navalur,a2b veg,4.3,1000,300,north indian,veg,very high,Budget-Friendly,2
chennai,omr navalur,wow! momo,4.2,100,300,tibetan,veg,very high,Budget-Friendly,2
chennai,omr navalur,wow! momo,4.2,100,300,healthy food,veg,very high,Budget-Friendly,2
chennai,omr navalur,rock n roll,4.1,10,300,fast food,non veg,very high,Budget-Friendly,2
chennai,omr navalur,rock n roll,4.1,10,300,chinese,non veg,very high,Budget-Friendly,2
chennai,omr navalur,inzy's garden restaurant,4.1,10,400,north indian,non veg,very high,Budget-Friendly,2
chennai,omr navalur,inzy's garden restaurant,4.1,10,400,south indian,non veg,very high,Budget-Friendly,2
chennai,omr navalur,roll baby roll,4.2,100,250,indian,non veg,very high,Budget-Friendly,1
chennai,omr navalur,the wedding biryani,3.9,100,600,biryani,non veg,high,Standard Dining,2
chennai,omr navalur,the wedding biryani,3.9,100,600,snacks,non veg,high,Standard Dining,2
chennai,omr navalur,the grand peaky,4.1,10,400,italian,non veg,very high,Budget-Friendly,2
chennai,omr navalur,the grand peaky,4.1,10,400,bakery,non veg,very high,Budget-Friendly,2
chennai,omr navalur,buhari hotel,3.5,20,300,indian,non veg,high,Budget-Friendly,2
chennai,omr navalur,buhari hotel,3.5,20,300,chinese,non veg,high,Budget-Friendly,2
chennai,omr navalur,sizzlly chicken,4.1,10,400,american,non veg,very high,Budget-Friendly,2
chennai,omr navalur,sizzlly chicken,4.1,10,400,beverages,non veg,very high,Budget-Friendly,2
chennai,omr navalur,punjabi rasoi,3.5,100,700,chinese,veg,high,Standard Dining,2
chennai,omr navalur,punjabi rasoi,3.5,100,700,north indian,veg,high,Standard Dining,2
chennai,omr navalur,madurai kari dosai,4.1,10,300,south indian,non veg,very high,Budget-Friendly,1
